Event ID,Ticket Number,Incident ID,Charger,Serial / Main Asset,Outlet,Fault Codes,Suggested Failure Date,Failure Date Source,Ticket Created,First CableTempSensor Evidence Date,Template yyyy-mm-dd (Review Only),Suggested Label,Confidence Reason,Final Label,Manual Failure Date,Possible Duplicate <=30d,Duplicate Group,Another Event <=90d,Title,Description,Root Cause,Solution,Repair Completed,Repair Evidence Date,Repair Evidence,Fault Flags,Multi-Fault Ticket,Other DC Fault Codes,Match Locations,First CableTempSensor Evidence,Match Count,JSON File
0482043_DC2,0482043,a09e55bd-ad17-f111-8341-0022489eabb6,ovPnwz,MP / P0 170001112,DC2,DC2_CABLETEMPSENSOR_XD101,2026-03-04T09:37:22Z,ticket_created,2026-03-04T09:37:22Z,2026-03-04T09:37:22Z,,POSITIVE_MEDIUM,exact CableTempSensor fault code in title/description,,,Yes,DUP_0011,Yes,ID0482043-DC/Si-D/FR-[MP/P0 170001112] DC2_CableTempSensor_XD101,"Reported behavior/issue-
Temperature errors",,,No,,,,No,,additional_info[10].subject; additional_info[12].subject; additional_info[13].subject; additional_info[4].body; additional_info[7].body; additional_info[7].subject; title,ID0482043-DC/Si-D/FR-[MP/P0 170001112] DC2_CableTempSensor_XD101 Reported behavior/issue- Temperature errors,7,a09e55bd-ad17-f111-8341-0022489eabb6.json
0482020_DC2,0482020,7883e70e-9d17-f111-8342-7ced8d44d1ac,NKqOgs,Y2 / PN 312569868/08,DC2,DC2_CABLETEMPSENSOR_XD101,2026-03-04T07:37:57Z,ticket_created,2026-03-04T07:37:57Z,2026-03-04T07:37:57Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; sensor/troubleshooting evidence,,,,,,ID0482020-DC/Si-D/FR- [Y2 / PN 312569868/08] DC2_CableTempSensor_XD101,Reported behavior/Issue: False Temperature Alarms,,,No,,,,No,,additional_info[10].body; additional_info[10].subject; additional_info[11].subject; additional_info[12].subject; additional_info[8].subject; additional_info[9].subject; title,ID0482020-DC/Si-D/FR- [Y2 / PN 312569868/08] DC2_CableTempSensor_XD101 Reported behavior/Issue: False Temperature Alarms,7,7883e70e-9d17-f111-8342-7ced8d44d1ac.json
0481792_DC1,0481792,769cf002-eb16-f111-8342-7ced8d44ddd4,59S7Ej,RVP/T3170004597,DC1,DC1_CABLETEMPSENSOR_XD100,2026-03-03T10:55:54Z,additional_info,2026-03-03T10:23:26Z,2026-03-03T10:55:54Z,,REVIEW,failure/error language,,,,,,ID0481792-DC/Si-D/FR-[RVP/T3170004597] Cable Theft Error,Reported Behavior/Issue: Cable Theft Error,,,No,,,,No,,additional_info[4].body,Suspected Root Cause : Problem Description : Cable Theft Error - DC1_CableTempSensor_XD100. Action Performed (L2) : Charger SW Version: v8.1.4-0-g5b0f2d0 Reason for Handover (L3) : Fault history :af Log analysis with timestamp : Attachement,1,769cf002-eb16-f111-8342-7ced8d44ddd4.json
0481628_DC1,0481628,931a7f3e-4b16-f111-8341-6045bddf699a,RFhsW1,Y2 / P0 312567479/17,DC1,DC1_CABLETEMPSENSOR_XD100,2026-03-02T15:19:53Z,ticket_created,2026-03-02T15:19:53Z,2026-03-02T15:19:53Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language,,,,,,ID0481628-DC/Si-D/FR-[Y2/P0 312567479/17] DC1_CableTempSensor_XD100,"Reported behavior/issue: - All charging sessions on charging point 1 stop after approximately 1 minute, with no apparent error message.
Solution: Doublette of ID0486111",,Doublette of ID0486111,No,,,,No,,additional_info[4].body; additional_info[8].subject; title,"ID0481628-DC/Si-D/FR-[Y2/P0 312567479/17] DC1_CableTempSensor_XD100 Reported behavior/issue: - All charging sessions on charging point 1 stop after approximately 1 minute, with no apparent error message. Solution: Doublette of ID0486111",3,931a7f3e-4b16-f111-8341-6045bddf699a.json
0481513_DC1,0481513,83fcb018-1d16-f111-8341-000d3adbefbd,S873li,RVP/T3170004583,DC1,DC1_CABLETEMPSENSOR_XD100,2026-03-02T09:49:31Z,ticket_created,2026-03-02T09:49:31Z,2026-03-02T09:49:31Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language,,,,,,ID0481513-DC/Si-D/FR-[RVP/T3170004583] False Cable Theft,"Reported behavior/issue -
The terminal has been reporting the error ""Cable theft"" and
""DC1_CableTempSensor_XD100"" since 26/02/06, even after
several reboots.
Add charger to MSE portal
Wrong Cable Theft - TS2RD-68",,,No,,,,No,,additional_info[2].body; additional_info[4].subject; description,"ID0481513-DC/Si-D/FR-[RVP/T3170004583] False Cable Theft Reported behavior/issue - The terminal has been reporting the error ""Cable theft"" and ""DC1_CableTempSensor_XD100"" since 26/02/06, even after several reboots. Add charger to MSE portal Wrong Cable Theft - TS2RD-68",3,83fcb018-1d16-f111-8341-000d3adbefbd.json
0481498_UNKNOWN,0481498,52fe9e7c-1316-f111-8341-000d3adbefbd,hyBK6l,Y2 / P0 312567479/16,,,2026-03-02T09:31:21Z,additional_info,2026-03-02T08:40:44Z,2026-03-02T09:31:21Z,,REVIEW,failure/error language,,,,,,ID0481498-DC/Si-D/FR- [Y2 / P0 312567479/16] False Cable Theft Error,"Reported Behavior/issue: False Cable Theft Error
Solution: TS2RD-68",,TS2RD-68,No,,,,No,,additional_info[4].body; additional_info[4].subject,CableTempSensor There is a CableTempSensor issue. Can you please check? Customer complains about `Cable Theft` error code. This maybe for the sensor issue. Can you please check details.,2,52fe9e7c-1316-f111-8341-000d3adbefbd.json
0480550_DC1,0480550,e71055b4-c482-444d-bf6f-4ae2f1c1b56c,fDzl60,MP / S6 170003725,DC1,DC1_CABLETEMPSENSOR_XD100,2026-02-27T12:27:49Z,additional_info,2026-02-25T07:41:21Z,2026-02-27T12:27:49Z,,REVIEW,diagnostic fault flags,,,Yes,DUP_0013,Yes,ID0480550-DC/Si-D/DE-[MP / S6 170003725] CP1 faulted - secc is initializing,Reported behaviour/issue: CP1 faulted - secc is initializing,,,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[7].body,"Semih DC1_CableTempSensor_XD100 PLC DEVICE true VIV:0 RNE:1 KON:1 Outlet_DC1_codes PLC INFO true DC1 Errorcode:4 Meter_BC6_AC_Input PLC DEVICE true Current transformers potentially defective 1 8EM5903-0AA04-3AA5 -XD100, -XD101 Charging cable 375 A / 5 m Phoenix 375 A (500 A peak) non-cooled cable, 5 m L2 looks weird 1 8EM5903-0AA05-0AA3 -TA1, -TA2, -TA3 current transformer 750 A - 5 A Grid AC Meter",1,e71055b4-c482-444d-bf6f-4ae2f1c1b56c.json
0481175_DC1,0481175,075ba3d8-79a1-4cfb-8bf4-7c609bf90c74,6t1par,MP / S1 170003220,DC1,DC1_CABLETEMPSENSOR_XD100,2026-02-27T10:25:23Z,additional_info,2026-02-27T09:52:23Z,2026-02-27T10:25:23Z,,REVIEW,failure/error language; diagnostic fault flags,,,,,,ID0481175-DC/Si-D/DE- [MP / S1 170003220] DC1 Out of Order,Reported Behavior/Issue: DC1 Out of Order,,,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[4].body,Semih Cabletemp error on DC1 EM5903-0AA02-6AA2 1 DC CHARGING CABLE last 1week over 600 Times last 2h error show up 7times 2026-02-27T08:49:26.563575+00:00 [FW080104G1] sicharge-cp [local0:err] sicharge-cp-backend/e9cf9c5f07a6[2254]: PLC-Error-Flag 'DC1_CableTempSensor_XD100' initial value true - (VIV:0 RNE:1 KON:1) @timestamp 1772182167209,1,075ba3d8-79a1-4cfb-8bf4-7c609bf90c74.json
0481174_DC2,0481174,0f7ea4cd-c113-f111-8341-0022489ff661,D97xNg,MP / R5 170001923,DC2,DC2_CABLETEMPSENSOR_XD101,2026-02-27T09:50:58Z,ticket_created,2026-02-27T09:50:58Z,2026-02-27T09:50:58Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; completed repair/resolution evidence,,,,,,ID0481174-DC/Si-D/FR-[MP/R5 170001923] DC2_CableTempSensor_XD101,"Reported behavior/issue-  Cable theft error and ""DC2_CableTempSensor_XD101"" on EVSE 03 between authorize and start transaction message.
Solution: TS2RD-68",,TS2RD-68,Yes,2026-03-02T09:49:39Z,"RE: Webform_incident_SiCharge D_27-02-2026_SN: R5 170001923 CRM:03275000117 Hi, Ok thank you. Does the temperature sensor need to be replaced? Cordialement, Cordialement, Florent NICOLAS Responsable supervision région sud florent.nicolas@engie.com +33 7 87 84 21 41 engie-vianeo.com Urban Garden 6 Rue Alexander Fleming 69007 Lyon De : emobility_support.si@siemens.com <emobility_support.si@siemens.com> Envoyé : lundi 2 mars 2026 09:58 À : NICOLAS Florent (ENGIE Mobilités Electriques) <florent.nicolas@engie.com> Objet : Webform_incident_SiCharge D_27-02-2026_SN: R5 170001923 CRM:03275000117 Dear florent nicolas, Thank you for reaching out. Following your request and after our check, we identified that the sensor temperature is the cause of the reported issue, as shown in the screenshot below. Please note that I am currently mentoring Dear florent nicolas, Thank you for reaching out. Following your request and after our check, we identified that the sensor temperature is the cause of the reported issue, as shown in the screenshot below. Please note that I am currently mentoring the charger to ensure that the appropriate corrective actions are taken to resolve this issue as soon as p...",,No,,additional_info[10].subject; additional_info[11].body; additional_info[11].subject; additional_info[12].subject; additional_info[8].subject; additional_info[9].subject; description; title,"ID0481174-DC/Si-D/FR-[MP/R5 170001923] DC2_CableTempSensor_XD101 Reported behavior/issue- Cable theft error and ""DC2_CableTempSensor_XD101"" on EVSE 03 between authorize and start transaction message. Solution: TS2RD-68",8,0f7ea4cd-c113-f111-8341-0022489ff661.json
0480088_UNKNOWN,0480088,ef3c85e2-c810-f111-8407-7ced8d44dcb4,Zm5QuW,"Y2 / S6 313717534007,Y2 / S6 313717534008",,,2026-02-27T08:04:35Z,additional_info,2026-02-23T15:04:02Z,2026-02-27T08:04:35Z,,REVIEW,sensor/troubleshooting evidence; completed repair/resolution evidence,,,,,,ID0480088-DC/Si-D/BE- [Multi] CP line resistance and issues on cables,Reported behavior/issue: Persistent Connectivity Issue,,,Yes,2026-05-06T11:38:10Z,"ID0480088-DC/Si-D/BE- [Multi] CP line resistance and issues on cables CRM:03380000236 Dear Matty, I would like to inform you that your support case 0480088 has been resolved. Here is a summary of the actions taken: Our FSE was on site today and confirms that the Charger is online and the replacement of parts were not needed. Since the reported issue has been resolved, I will proceed to close this case. Thank you for your cooperation, and please don’t hesitate to reach out through our support form for any future requests: www.siemens.com/emobility-service-request With best regards, eMobility Technical Support Team – Mahek Butt Please do not change the subject line when replying to this email.",,No,,additional_info[8].body,"to drop. Due to this finding the CCS2 cable was replaced. 5 days after replacing the CCS2 cable it has become defective again. Because of the following findings I doubt that replacing the CCS2 cable again will solve the issue for long term. Is this a known issue/possibility that the ECOG breaks the PT1000 and CP line of the CCS2 cable? W hen I measure the outlet 2 CP wire (CP wire in X16) to the CCS2 plug, I measure 35-45k ohms. Compared this with outlet 1, should be 0 ohm. See pictures. Also a CableTempSensor error is active in SCB. I removed the CCS2 PT1000 sensors at X16 and measured the resistance of the Pt1000 and compared the values with outlet 1 of the same charger. Finding is that the PT1000 P1(BU)-N1(WH) is 240Ohm. Which is low compared to the other PT1000 values of around 1,5kOhm up to 2,5kOhm in this charger. 241 Ohm on outlet 2 PT1000 (BLUE-WHITE) Measured 2,15kOhm on working outlet 1 (BLUE-WHITE)",1,ef3c85e2-c810-f111-8407-7ced8d44dcb4.json
0480750_DC1,0480750,44aeae46-6412-f111-8407-7ced8d44db54,rruO49,MP / P4 170000457,DC1,DC1_CABLETEMPSENSOR_XD100,2026-02-25T16:28:33Z,additional_info,2026-02-25T16:08:55Z,2026-02-25T16:28:33Z,,REVIEW,CableTempSensor appears only in timeline content,,,,,,ID0480750-DC/Si-D/IL- [MP / P4 170000457] DC1 and DC2 Faults,"Reported Behavior/Issue: DC1 and DC2 Faults
Solution: Check IMD BC1
Cable Theft problem - TS2RD-68",,Check IMD BC1 Cable Theft problem - TS2RD-68,No,,,,No,,additional_info[5].body,Suspected Root Cause : DC1 and DC2 Faults Problem Description : DC1_CableTempSensor_XD100 Action Performed (L2) : Charger SW Version: v8.1.4-0-g5b0f2d0 Reason for Handover (L3) : Fault history : af Log analysis with timestamp : Attachement :,1,44aeae46-6412-f111-8407-7ced8d44db54.json
0477738_UNKNOWN,0477738,f28c8be7-1507-f111-8407-7ced8d44db54,ta8hFv,MP / R5 170001871,,,2026-02-25T11:32:44Z,additional_info,2026-02-11T06:50:18Z,2026-02-25T11:32:44Z,,REVIEW,CableTempSensor appears only in timeline content,,,,,,ID0477738-DC/Si-D/DE-[MP / R5 170001871] Intermittent Unavailability of Charging Points,"Reported behaviour/issue: Intermittent Unavailability of Charging Points”
Charger is out of warranty.",,,No,,,,No,,additional_info[14].body; additional_info[14].subject,"CableTempSensor The customer sent 3 time stamp: Only 10-02-2026 ( 7:33) I found the issue with CableTempSensor Can you check further please. If it needs to replace. Other than that I found: mqtt: pt/statusenquiry/response {""status"":""error"",""message"":""no terminal connected"",""details"":""no terminal connected""} lots of time. But Francisco told me its not an error.",2,f28c8be7-1507-f111-8407-7ced8d44db54.json
0480318_DC2,0480318,f4d126fb-cd19-4da4-8ce5-ddb542327e24,JFprdw,RVP/T5170004804,DC2,DC2_CABLETEMPSENSOR_XD101,2026-02-24T12:10:22Z,additional_info,2026-02-24T12:09:15Z,2026-02-24T12:10:22Z,,REVIEW,CableTempSensor appears only in timeline content,,,,,,ID0480318-DC/Si-D/SE-[RVP/T5170004804] Charger Overheat Issue,Reported behavior/issue: Charger Overheat Issue,,,No,,,,No,,additional_info[2].body,"We have had a long ongoing problem regarding Cheap Charge Värnamo, the linked charger (asset), I don't know if you can see the previous history about the matter. It has had major problems with various error messages, mainly regarding temperature warnings. But the problem continues at the same pace and the charger sends error messages almost continuously. It sends the following error messages all the time: Faulted: OtherError: overheat error - (DC2_CableTempSensor_XD101: overheat error) Faulted: OtherError: overheat error|DC+=16.8°C|DC-=100.2°C - (DC2_CableTempSensor_XD101: overheat error|DC+=16.8°C|DC-=100.2°C) Faulted: OtherError: - (Indication: Cable theft: ) Magnus Hellberg (magnus.hellberg@siemens.com) has detailed information on the matter.",1,f4d126fb-cd19-4da4-8ce5-ddb542327e24.json
0479879_DC2,0479879,24e580b6-0ef8-4ef6-bfaf-7eaca9504e63,HHSCSk,Y2/S3 300000004078,DC2,DC2_CABLETEMPSENSOR_XD101,2026-02-23T08:51:55Z,additional_info,2026-02-23T08:34:54Z,2026-02-23T08:51:55Z,,REVIEW,CableTempSensor appears only in timeline content,,,,,,ID0479879-DC/Si-D/TR-[Y2/S3 300000004078] Charging Cable Sensor Plausibility Contact Temperatures,Reported behavior/issue: Charging Cable Sensor Plausibility Contact Temperatures,,,No,,,,No,,additional_info[6].body; additional_info[7].body; additional_info[7].subject,"ID0479879-DC/Si-D/TR-[Y2/S3 300000004078] Charging Cable Sensor Plausibility Contact Temperatures CRM:03289000612 Dear Yunus, Following your request and after our checks, we observed that the error related to DC2_CableTempSensor_XD101 was flagged at 6:29 and again at 7:21, as shown in the screenshot. At present, the charger is healthy from our side. We will continue monitoring the charger throughout the day. If the problem appears again, we will send a handover for a site check. With best regards, Younes Baroudi eMobility Technical Support Team",3,24e580b6-0ef8-4ef6-bfaf-7eaca9504e63.json
0478981_UNKNOWN,0478981,6b5fb0c9-53d3-4013-9a25-bd417c093c77,ObibH9,MP / R1 170001229,,,2026-02-18T09:21:05Z,additional_info,2026-02-17T14:55:18Z,2026-02-18T09:21:05Z,,REVIEW,failure/error language,,,,,,ID0478981-DC/Si-D/NO- [MP / R1 170001229] Cable temp error,DC2 gets triggered by cable temp error. Not happening on all sessions but interferes with the user experience.,,,No,,,,No,,additional_info[6].body; additional_info[6].subject,CableTempSensor cableTempSensor recurring issue. Can you please check further:,2,6b5fb0c9-53d3-4013-9a25-bd417c093c77.json
0478383_DC2,0478383,260d0f7a-eb08-f111-8407-7ced8d44db54,HJoZYw,MP / R6 170002262,DC2,DC2_CABLETEMPSENSOR_XD101,2026-02-13T14:51:33Z,ticket_created,2026-02-13T14:51:33Z,2026-02-13T14:51:33Z,,POSITIVE_MEDIUM,exact CableTempSensor fault code in title/description,,,,,Yes,ID0478383-DC/Si-D/PL-[MP / R6 170002262] DC2_CableTempSensor_XD101,"Reported behavior/issue-
Charging session interruption
Solution: Monitor charger since it only happened 2 times since beginning of 2026
Note: Seems like the cable is starting to have DC pin issue or similar, 2 sessions the temperature difference went >=25ºC",,"Monitor charger since it only happened 2 times since beginning of 2026 Note: Seems like the cable is starting to have DC pin issue or similar, 2 sessions the temperature difference went >=25ºC",No,,,,No,,additional_info[4].subject; additional_info[6].body; additional_info[7].body; title,"ID0478383-DC/Si-D/PL-[MP / R6 170002262] DC2_CableTempSensor_XD101 Reported behavior/issue- Charging session interruption Solution: Monitor charger since it only happened 2 times since beginning of 2026 Note: Seems like the cable is starting to have DC pin issue or similar, 2 sessions the temperature difference went >=25ºC",4,260d0f7a-eb08-f111-8407-7ced8d44db54.json
0477982_DC1,0477982,03040cf1-d707-f111-8407-000d3ab12e50,zWI1qa,MP / N9 160381806,DC1,DC1_CABLETEMPSENSOR_XD100,2026-02-12T05:59:12Z,ticket_created,2026-02-12T05:59:12Z,2026-02-12T05:59:12Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language,,,,,,ID0477982-DC/Si-D/DE-[MP / N9 160381806] error on the charger,"Reported behaviour/issue: DC1_CableTempSensor_XD100: temp diff error|DC+=27°C|DC-
=1.3°C",,,No,,,,No,,additional_info[2].body; description,ID0477982-DC/Si-D/DE-[MP / N9 160381806] error on the charger Reported behaviour/issue: DC1_CableTempSensor_XD100: temp diff error|DC+=27°C|DC- =1.3°C,2,03040cf1-d707-f111-8407-000d3ab12e50.json
0477979_DC1,0477979,66a7d9e8-d407-f111-8407-000d3ab11366,4veor8,MP / P7 170000784,DC1,DC1_CABLETEMPSENSOR_XD100,2026-02-12T05:37:29Z,ticket_created,2026-02-12T05:37:29Z,2026-02-12T05:37:29Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language,,,,,,ID0477979-DC/Si-D/DE-[MP / P7 170000784] error on the charger,"Reported behaviour/issue: DC1_CableTempSensor_XD100: temp diff error|DC+=48.6°C|DC-
=23.6°C",,,No,,,,No,,additional_info[2].body; description,ID0477979-DC/Si-D/DE-[MP / P7 170000784] error on the charger Reported behaviour/issue: DC1_CableTempSensor_XD100: temp diff error|DC+=48.6°C|DC- =23.6°C,2,66a7d9e8-d407-f111-8407-000d3ab11366.json
0476978_DC1,0476978,320f769e-5203-f111-8407-000d3ab12cf3,pJWMOA,Y2/R0300000002002,DC1,DC1_CABLETEMPSENSOR_XD100,2026-02-06T11:54:47Z,ticket_created,2026-02-06T11:54:47Z,2026-02-06T11:54:47Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; completed repair/resolution evidence,,,,,,ID0476978-DC/Si-D/AT- [Y2/R0300000002002] DC1_CableTempSensor_XD100,"Reported behavior/issue: DC1_CableTempSensor_XD100 due to Outlet is offline, comm outage: 5001ms
Solution: No longer persisting, this Outlet offline is already being worked by EcoG in SASW-3173, recommendation for now is to check if the switch port or ethernet cable are ok",,"No longer persisting, this Outlet offline is already being worked by EcoG in SASW-3173, recommendation for now is to check if the switch port or ethernet cable are ok",Yes,2026-02-09T15:28:00Z,"s.com> Gesendet: Montag, 9. Februar 2026 10:37 An: Stelzl, Laurenz (SI E EU AT) <laurenz.stelzl@siemens.com> Betreff: ID0476978-DC/Si-D/AT- [Y2/R0300000002002] Chargecable Temperature Error CRM:03289000485 Hi Laurenz, good morning. I checked this charger and found where the CableTempSensor error happened: It seems that between 3rd and 4th january, there was this error where we lost communication to the PLC from the SECC. Since this last reported issue which was fixed by a reboot, the outlet DC1 has been working and charged 17 times successfully. From my point of view, there is only a couple of things we can check to fix this: Change XF1 switch port coming from KF12 Replace Ethernet cable from KF12 to XF1 Worst case scenario, if the problem persists even after performing these 2 tasks above, we might need to replace the EcoG, but in this case I only give the recommendation to replace after you provide feedbac",,No,,additional_info[5].body; additional_info[5].subject; additional_info[7].body; additional_info[8].body; additional_info[9].body; description; title,"ID0476978-DC/Si-D/AT- [Y2/R0300000002002] DC1_CableTempSensor_XD100 Reported behavior/issue: DC1_CableTempSensor_XD100 due to Outlet is offline, comm outage: 5001ms Solution: No longer persisting, this Outlet offline is already being worked by EcoG in SASW-3173, recommendation for now is to check if the switch port or ethernet cable are ok",7,320f769e-5203-f111-8407-000d3ab12cf3.json
0475966_DC1,0475966,96a25f77-4a00-f111-8407-7ced8d44d2c4,NpuVpQ,Y2/SD314047218001,DC1,DC1_CABLETEMPSENSOR_XD100,2026-02-02T16:18:36Z,additional_info,2026-02-02T15:18:47Z,2026-02-02T16:18:36Z,,REVIEW,failure/error language; diagnostic fault flags,,,,,,ID0475966-DC/Si-D/CZ- [Y2/SD314047218001] Charger Communication Failure,Reported Behavior/Issue: Charger Communication Failure,,,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[4].body,":03276000060 Dear Service Coordinator / RC, I am writing to inform that we are moving the case 0475966 ﻿from the Technical Support to the eMobility RC-CZ SI E Queue. We kindly ask you to take over the case and perform the necessary troubleshooting steps. Customer: Product: Sicharge D - Charging Center Main Asset: Y2/SD314047218001 Charger ID / Serial No.: NpuVpQ Charger address/functional location: Priority: Medium Handover reason: Following the first problem you shared. DC1 Errorcode:4 and DC1_CableTempSensor_XD100 displayed VIV:0 RNE:1 KON:1 This error is also not showing on our side, but in case it appear again, this is the solution. Measure on-site and confirm the values by measuring directly on the cables coming from the CCS. If you see the same value, then the CCS is faulty and needs replacement. Otherwise, please measure the 1kOhm until you reach the KF212/214. P1 to P2 and N1 to N2 If you get 1kOhm until the StateMonitor, please try replacing the grey connector with a spare one (they have som",1,96a25f77-4a00-f111-8407-7ced8d44d2c4.json
0473971_UNKNOWN,0473971,7e814953-b3f7-f011-8406-7ced8d44d1ac,EICpgp,RVP/T3170004588,,,2026-01-23T07:22:02Z,additional_info,2026-01-22T16:56:52Z,2026-01-23T07:22:02Z,,REVIEW,failure/error language; completed repair/resolution evidence,,,,,,ID0473971-DC/Si-D/FR-[ RVP/T3170004588] bind socket failed Address already in use,"Reported behaviour/issue: Connector 1 is showing an error and negative meter values ​​are appearing on our backend.
Solution: bind socket failed Address already in use - reboot EcoG and docker",,bind socket failed Address already in use - reboot EcoG and docker,Yes,2026-01-26T08:12:38Z,"ID0473971-DC/Si-D/FR-[ RVP/T3170004588] Connector 1 issue CRM:02681001370 Hello Thimon, good morning. There was a software bug on the SECC which is already restored with a simple restart of the same. This is fixed in the upcoming release, so as soon as it's available please ask for an update to your regional contact and they will do it or reach out to us. Since the problem has been solved I will close the ticket. Thanks and have a nice week ahead. Best regards, Francisco",,No,,additional_info[4].body,"As Francisco said, Issue related to CableTempSensor need to forward L3 for better analysis. Can you please check the issue?",1,7e814953-b3f7-f011-8406-7ced8d44d1ac.json
0473571_DC1,0473571,5e51d774-aaf6-f011-8406-7ced8d44d2c4,1o1inV,MP/SO170003531,DC1,DC1_CABLETEMPSENSOR_XD100,2026-01-21T09:38:48Z,additional_info,2026-01-21T09:20:42Z,2026-01-21T09:38:48Z,,REVIEW,CableTempSensor appears only in timeline content,,,,,,ID0473571-DC/Si-D/PT-[MP / S0 170003531] DC2 Cable Temp Sensor,"Reported behavior/issue-
DC2 Cable Temp Sensor
Solution: Replace cable - 2Mohm measuremente on Temperature sensor",,Replace cable - 2Mohm measuremente on Temperature sensor,No,,,,No,,additional_info[4].body; additional_info[8].body,As Francisco told in L1+L2 Ms Team chat. Issue about DC CableTempSensor we must send to L3 queue for better analysis. Can you please check further?,2,5e51d774-aaf6-f011-8406-7ced8d44d2c4.json
0472423_UNKNOWN,0472423,78e3cf6e-04ca-4c3c-9cc0-965bb385181f,bJnDjO,MP / S2 170003321,,,2026-01-15T08:37:57Z,additional_info,2026-01-15T07:31:49Z,2026-01-15T08:37:57Z,,REVIEW,CableTempSensor appears only in timeline content,,,,,,ID0472423-DC/Si-D/DE-[ MP / S2 170003321] Charging Issue,Reported Behavior/Issue: Charging Issue,,,No,,,,No,,additional_info[3].body; additional_info[3].subject,"CableTempSensor Dear SiD Team, Can you check the issue with CableTempSensor Issue",2,78e3cf6e-04ca-4c3c-9cc0-965bb385181f.json
0471920_DC2,0471920,17e67306-a205-4589-8790-291bbeeb6732,sH2L1T,MP / S9 170004081,DC2,DC2_CABLETEMPSENSOR_XD101,2026-01-15T08:27:59Z,additional_info,2026-01-13T08:35:56Z,2026-01-15T08:27:59Z,,REVIEW,completed repair/resolution evidence,,,,,,ID0471920-DC/Si-D/IT-[MP / S9 170004081] Charger partially working for plug 2 faulted,Reported behavior/issue- Charger partially working for plug 2 faulted,,,Yes,2026-01-14T09:05:22Z,"R: ID0471920-DC/Si-D/IT-[MP / S9 170004081] Charger partially working for plug 2 faulted CRM:03056000941 Hello the charger 170004081 is partially working again, with connector 2 faulted. Since the issue occurs again, can you please check it once more? Thank you in advance Da: emobility_support.si@siemens.com <emobility_support.si@siemens.com> Inviato: martedì 13 gennaio 2026 10:01 A: Borrelli, Maria R. <maria.r.borrelli@accenture.com> Oggetto: [External] ID0471920-DC/Si-D/IT-[MP / S9 170004081] Charger partially working for plug 2 faulted CRM:03056000941 External email. Inspect before opening any links",,No,,additional_info[10].body; additional_info[16].body,"ID0471920-DC/Si-D/IT-[MP / S9 170004081] Charger partially working for plug 2 faulted CRM:03056000941 Dear Maria , After checking the charger, we can confirm that outlet 2 is out of use and the issue appears to be related to the DC2_CableTempSensor_XD101 . We will forward the ticket to the technical team to take the necessary actions to resolve the issue. With best regards, Younes Baroudi eMobility Technical Support Team",2,17e67306-a205-4589-8790-291bbeeb6732.json
0471339_UNKNOWN,0471339,a74b0aa2-1f2b-4b91-a174-53237923bf8f,7BZRvN,MP/T2170004379,,,2026-01-12T14:42:12Z,additional_info,2026-01-09T09:55:38Z,2026-01-12T14:42:12Z,,REVIEW,failure/error language,,,,,,ID0471339-DC/Si-D/IT- [MP/T2170004379] Plug Failure,"Reported Behavior/Issue: Plug Failure
Solution: Software Bug issue.",,Software Bug issue.,No,,,,No,,additional_info[3].body; additional_info[5].body,"RE: ID0471339-DC/Si-D/IT- [MP/T2170004379] Multiple Plug Failures CRM:03289000183 Dear Mr. Cancellieri, Thank you for raising the issue. Unfortunately from our end I don´t see any issue with CableTempSensor issue in this specific charger. May a bug issue. Can you please update the charger to latest FW version? Let me know if the issue still persist. Then we need to send a technician to the location to do manual troubleshooting. Otherwise a quick feedback will help to close the ticket. Mit Freundlichen Grüßen/ Melhores Cumprimentos/ Best Regards Harun Ar Rashid Technical Support Specialist (eMobility) Av. 25 de Abril 201, 2845-547, Corroios, Portugal. Email: harun.ar-rashid.ext@siemens.com",2,a74b0aa2-1f2b-4b91-a174-53237923bf8f.json
0471659_UNKNOWN,0471659,5eced9db-9bef-f011-8406-7ced8d44d1ac,gynNLw,MP / P9 170000900,,,2026-01-12T10:18:42Z,additional_info,2026-01-12T09:48:39Z,2026-01-12T10:18:42Z,,REVIEW,failure/error language,,,,,,ID0471659-DC/Si-D/AT- [MP / P9 170000900] Sensor Error,Reported behavior/issue: Sensor Error,,,No,,,,No,,additional_info[4].body,"Cable Temp Sensor Issue Hello SID team, This charger currently has no active error. As case owner said the issue about CableTempSensor. And Francisco said to forward all the case about the issue to check further. Can you check please Time: 12-01-2026 10:45",1,5eced9db-9bef-f011-8406-7ced8d44d1ac.json
